Name,Extracted_name,Value,Raw_unit,Type
Ni3Ge2O5(OH)4,"[{'O': '9.0', 'H': '4.0', 'Ni': '3.0', 'Ge': '2.0'}]",70,%,None
SnS2,"[{'Sn': '1.0', 'S': '2.0'}]",37,%,None
AlON / c-PAN,"[{'Al': '1.0', 'O': '1.0', 'N': '1.0'}]",90,%,None
NiO,"[{'Ni': '2.0', 'O': '3.0'}]",76,%,None
Li2O @ Cu,"[{'Li': '2.0', 'O': '1.0'}, {'Cu': '1.0'}]",99,%,None
Li2FeSiO4 / C,"[{'Li': '2.0', 'Fe': '1.0', 'Si': '1.0', 'O': '4.0'}, {'C': '1.0'}]",90,%,None
PVDF,"[{'C': '2.0', 'H': '2.0', 'F': '2.0'}]",96,%,None
C-VS2 @ VOOH,"[{'V': '1.0', 'O': '2.0', 'H': '1.0'}]",82,%,None
LiNi0.8Co0.2O2 electrode,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.2', 'O': '2.0'}]",99,%,None
FeS2 / CNT-NN,"[{'Fe': '1.0', 'S': '2.0'}]",98.2,%,None
SnS2,"[{'Sn': '1.0', 'S': '2.0'}]",98,%,None
Sn4P3 @ C,"[{'Sn': '4.0', 'P': '3.0'}, {'C': '1.0'}]",63.7,%,None
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",5,%,None
ZnO @ C-5,"[{'Zn': '1.0', 'O': '1.0'}]",98,%,None
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",67.1,%,None
PVdF,"[{'C': '2.0', 'H': '2.0', 'F': '2.0'}]",77.2,%,None
VSe2 / C,"[{'V': '1.0', 'Se': '2.0'}, {'C': '1.0'}]",80,%,None
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",100,%,None
LiNi0.5Mn0.5O2 cathodes,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '0.5', 'O': '2.0'}]",96.58,%,None
Li4Ti5O12–C composite,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",99,%,None
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",99.4,%,None
MgFe2O4,"[{'Mg': '1.0', 'Fe': '2.0', 'O': '4.0'}]",58.1,%,None
SiOx,"[{'Si': '1.0', 'O': 'x'}]",37,%,None
Si / C,"[{'Si': '1.0'}, {'C': '1.0'}]",94,%,None
Li3V2−xLax(PO4)3 / C composites,"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2-x', 'La': 'x'}, {'C': '1.0'}]",91,%,None
Fe3O4,"[{'Fe': '3.0', 'O': '4.0'}]",57,%,None
Na2CO3,"[{'Na': '2.0', 'C': '1.0', 'O': '3.0'}]",96,%,None
Li2ZnTi3O8,"[{'Li': '2.0', 'Zn': '1.0', 'Ti': '3.0', 'O': '8.0'}]",96.7,%,None
Li2ZnTi3O8,"[{'Li': '2.0', 'Zn': '1.0', 'Ti': '3.0', 'O': '8.0'}]",92.2,%,None
Li2ZnTi3O8,"[{'Li': '2.0', 'Zn': '1.0', 'Ti': '3.0', 'O': '8.0'}]",93.5,%,None
Zn2SnO4 anodes,"[{'Zn': '2.0', 'Sn': '1.0', 'O': '4.0'}]",96,%,None
NC-Zn2SnO4 anodes,"[{'N': '1.0', 'C': '1.0'}]",52.8,%,None
Li2ZnTi3O8,"[{'Li': '2.0', 'Zn': '1.0', 'Ti': '3.0', 'O': '8.0'}]",99.3,%,None
NC-Zn2SnO4 anodes,"[{'N': '1.0', 'C': '1.0'}]",46.6,%,None
ZnGeP2,"[{'Zn': '1.0', 'Ge': '1.0', 'P': '2.0'}]",76,%,None
Si / C,"[{'Si': '1.0'}, {'C': '1.0'}]",69,%,None
SnO2–CoO–50 C,"[{'Sn': '1.0', 'O': '2.0'}]",62,%,None
LiFePO4 / Ti / Ni,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'Ti': '1.0'}, {'Ni': '1.0",100,%,None
SnO2 @ C,"[{'Sn': '1.0', 'O': '2.0'}, {'C': '1.0'}]",64.7,%,None
LCO / PEO / Li,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}, {'Li': '1.0'}]",87,%,None
CoFe2O4,"[{'Co': '1.0', 'Fe': '2.0', 'O': '4.0'}]",99,%,None
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",59.7,%,None
PSi-20,"[{'P': '1.0', 'Si': '1.0'}]",73,%,None
LiFePO4 / PVdF / CA-Ag-TiO2 / Li,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'P': '1.0', 'V': 'd', 'F'",100,%,None
70V2O5–30P2O5,"[{'V': '2.0', 'O': '5.0'}]",62.6,%,None
ZnSnO3 @ TiO2,"[{'Zn': '1.0', 'Sn': '1.0', 'O': '3.0'}, {'Ti': '1.0', 'O': '2.0'}]",94.6,%,None
Ferro / ferricyanide,"[{'C': '6.0', 'N': '6.0', 'Fe': '1.0'}]",98,%,None
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",72.6,%,None
FeCoNi,"[{'Fe': '1.0', 'Co': '1.0', 'Ni': '1.0'}]",85,%,None
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",74.9,%,None
MoSe2–CoSe2 / NGA-0,"[{'Mo': '1.0', 'Se': '2.0'}]",70.5,%,None
Li / Li4Ti5O12,"[{'Li': '1.0'}, {'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",99.8,%,None
ReS2 / CNTs,"[{'Re': '1.0', 'S': '2.0'}]",65,%,None
OH-S @ MnO2,"[{'O': '1.0', 'H': '1.0'}, {'Mn': '1.0', 'O': '2.0'}]",100,%,Cath
SiO,"[{'Si': '1.0', 'O': '1.0'}]",93,%,None
Na3V2(PO4)2F3,"[{'P': '2.0', 'O': '8.0', 'Na': '3.0', 'V': '2.0', 'F': '3.0'}]",98.2,%,None
Ni / NiO,"[{'Ni': '1.0'}, {'Ni': '1.0', 'O': '1.0'}]",100,%,None
LFP / C,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",96.2,%,None
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",30.8,%,None
CNT @ SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",46,%,None
Ti / a-Si / SiOx,"[{'Ti': '1.0'}, {'Si': '1.0'}, {'Si': '1.0', 'O': 'x'}]",90.9,%,None
Mn0.8Co0.2O,"[{'Mn': '0.8', 'Co': '0.2', 'O': '1.0'}]",71,%,Anod
V2O5,"[{'V': '2.0', 'O': '5.0'}]",100,%,None
LaPO4,"[{'La': '1.0', 'P': '1.0', 'O': '4.0'}]",1,%,None
CoMn2O4,"[{'Co': '1.0', 'Mn': '2.0', 'O': '4.0'}]",98.5,%,Anod
Ag–C @ ZnO–C @ Ag–C,"[{'Zn': '1.0', 'O': '1.0'}]",65.4,%,None
MnCo2O4,"[{'Mn': '1.0', 'Co': '2.0', 'O': '4.0'}]",100,%,None
Na / S,"[{'Na': '1.0'}, {'S': '1.0'}]",100,%,None
Si / SiOx-2,"[{'Si': '1.0'}, {'Si': '1.0', 'O': 'x-2'}]",83.3,%,None
TiN @ CNT-S,"[{'Ti': '1.0', 'N': '1.0'}]",96,%,Cath
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",67.3,%,None
La0.65Pb0.35MnO3,"[{'La': '0.65', 'Pb': '0.35', 'Mn': '1.0', 'O': '3.0'}]",97,%,None
Li / Li2NiO2,"[{'Li': '1.0'}, {'Li': '2.0', 'Ni': '1.0', 'O': '2.0'}]",97,%,None
Al2O3,"[{'Al': '2.0', 'O': '3.0'}]",92,%,None
LTO / C nano-,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",100,%,None
Li1.05Cr0.10Mn1.85O4,"[{'Li': '1.05', 'Cr': '0.1', 'Mn': '1.85', 'O': '4.0'}]",90,%,None
Co3O4,"[{'Co': '3.0', 'O': '4.0'}]",99,%,None
MoS2 @ C,"[{'Mo': '1.0', 'S': '2.0'}, {'C': '1.0'}]",69,%,None
NiO–Ni / natural graphite,"[{'Ni': '1.0', 'O': '1.0'}]",98,%,None
Co2TiO4 @ C,"[{'Co': '2.0', 'Ti': '1.0', 'O': '4.0'}, {'C': '1.0'}]",97,%,None
Co3O4,"[{'Co': '3.0', 'O': '4.0'}]",93,%,None
LiNO3,"[{'Li': '1.0', 'N': '1.0', 'O': '3.0'}]",90,%,None
CoSe2 / CNT,"[{'Co': '1.0', 'Se': '2.0'}]",85.1,%,None
S / CN / MoS2,"[{'S': '1.0'}, {'C': '1.0', 'N': '1.0'}, {'Mo': '1.0', 'S': '2.0'}]",99,%,None
MnO / TiN,"[{'Mn': '1.0', 'O': '1.0'}, {'Ti': '1.0', 'N': '1.0'}]",65.4,%,None
FeS2 @ C,"[{'Fe': '1.0', 'S': '2.0'}, {'C': '1.0'}]",100,%,None
Iron / manganese phosphide,"[{'Fe': '1.0'}, {'Mn': '3.0', 'P': '7.0'}]",84,%,None
Silicon monoxide,"[{'Si': '0.0', 'O': '1.0'}]",98,%,None
TiO2-doped MoO3,"[{'Mo': '1.0', 'O': '3.0'}]",71,%,None
CoMn2O4,"[{'Co': '1.0', 'Mn': '2.0', 'O': '4.0'}]",90,%,None
FeTiO3 / C,"[{'Fe': '1.0', 'Ti': '1.0', 'O': '3.0'}, {'C': '1.0'}]",99.9,%,None
ZnFe2O4,"[{'Zn': '1.0', 'Fe': '2.0', 'O': '4.0'}]",98,%,None
Co3O4–C,"[{'Co': '3.0', 'O': '4.0'}]",11.9,%,None
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",99.7,%,None
Si @ C,"[{'Si': '1.0'}, {'C': '1.0'}]",75.6,%,None
LiMn0.9Fe0.05Mg0.05PO4 / C,"[{'Li': '1.0', 'Mn': '0.9', 'Fe': '0.05', 'Mg': '0.05', 'P': '1.0', 'O': '4.0'}",98.25,%,None
Cu5(VO4)2(OH)4·H2O / PANI,"[{'V': '2.0', 'O': '12.0', 'H': '4.0', 'Cu': '5.0'}]",61.2,%,None
Si0.58V0.42,"[{'Si': '0.58', 'V': '0.42'}]",84.6,%,None
NiFe2O4,"[{'Ni': '1.0', 'Fe': '2.0', 'O': '4.0'}]",91.3,%,None
Li / LiFePO4,"[{'Li': '1.0'}, {'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",95,%,None
Ge0.9Se0.1,"[{'Ge': '0.9', 'Se': '0.1'}]",100,%,None
Li1.2Ni0.15Mn0.55Co0.1O2,"[{'Li': '1.2', 'Ni': '0.15', 'Mn': '0.55', 'Co': '0.1', 'O': '2.0'}]",85,%,Cath
Si / SiOx / SiO2 nano,"[{'Si': '1.0'}, {'Si': '1.0', 'O': 'x'}]",99,%,None
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",2,%,None
Polyethylene glycol,"[{'C': '2*n', 'H': '4*n+2', 'O': 'n+1'}]",99,%,None
Li2MnO3,"[{'Li': '2.0', 'Mn': '1.0', 'O': '3.0'}]",100,%,None
Polyvinylidene-fluoride,"[{'C': '2.0', 'H': '2.0', 'F': '2.0'}]",56,%,None
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",99.9,%,None
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",89.6,%,None
Fe3O4 @ CMK-3,"[{'Fe': '3.0', 'O': '4.0'}]",98,%,None
Na0.6Ni0.22Fe0.11Mn0.66O2,"[{'Na': '0.6', 'Ni': '0.22', 'Fe': '0.11', 'Mn': '0.66', 'O': '2.0'}]",98,%,None
Ge / C,"[{'Ge': '1.0'}, {'C': '1.0'}]",71,%,None
CuO,"[{'Cu': '1.0', 'O': '1.0'}]",83.3,%,None
FeS2,"[{'Fe': '1.0', 'S': '2.0'}]",11.8,%,None
CoS2NP @ G-CoS2QD,"[{'Co': '1.0', 'S': '2.0', 'N': '1.0', 'P': '1.0'}]",79,%,None
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",98,%,None
SiCu,"[{'Si': '1.0', 'Cu': '1.0'}]",90,%,None
PC2800,"[{'P': '1.0', 'C': '2800.0'}]",80,%,None
(Co0.62Fe1.38)FeO4 / NiCo2O4,"[{'Co': '0.62', 'Fe': '2.38', 'O': '4.0'}, {'Ni': '1.0', 'Co': '2.0', 'O': '4.0",99,%,None
Sb2O3,"[{'Sb': '2.0', 'O': '3.0'}]",95,%,None
CuO @ CMK-8 nano,"[{'Cu': '1.0', 'O': '1.0'}]",82,%,None
V2O5 / graphene,"[{'V': '2.0', 'O': '5.0'}]",96.5,%,None
LiPSs,"[{'Li': '1.0', 'P': '1.0', 'S': 's'}]",99.5,%,None
Li / LiCr0.05Ni0.45Mn1.5O4,"[{'Li': '1.0'}, {'Li': '1.0', 'Cr': '0.05', 'Ni': '0.45', 'Mn': '1.5', 'O': '4.",76.4,%,None
Na0.67CuxMn1−xO2,"[{'Na': '0.67', 'Cu': 'x', 'Mn': '1-x', 'O': '2.0'}]",93.7,%,None
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",73.9,%,None
Li1.05CoO2,"[{'Li': '1.05', 'Co': '1.0', 'O': '2.0'}]",98.6,%,None
SnSe,"[{'Sn': '1.0', 'Se': '1.0'}]",83,%,None
SnSbx,"[{'Sn': '1.0', 'Sb': 'x'}]",100,%,None
MoSe2–CoSe2 / NGA-0,"[{'Mo': '1.0', 'Se': '2.0'}]",68.7,%,None
Co3O4 / TiO2-1,"[{'Co': '3.0', 'O': '4.0'}, {'Ti': '1.0', 'O': '2.0'}]",60.4,%,None
FeOx / C,"[{'Fe': '1.0', 'O': 'x'}, {'C': '1.0'}]",73.82,%,None
Fe3O4 @ rGO,"[{'Fe': '3.0', 'O': '4.0'}]",66.7,%,None
CoS2-CoS-C,"[{'Co': '1.0', 'S': '2.0'}]",68,%,None
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",92,%,None
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",92,%,None
LiCoMnO4,"[{'Li': '1.0', 'Co': '1.0', 'Mn': '1.0', 'O': '4.0'}]",99.85,%,None
"MoS2-Sb @ Sb2S3 @ C, MoS2-Sb @ C","[{'Mo': '1.0', 'S': '2.0'}, {'Sb': '2.0', 'S': '3.0'}, {'Sb': '1.0'}, {'C': '1.",76.3,%,None
Fe3O4 / C,"[{'Fe': '3.0', 'O': '4.0'}, {'C': '1.0'}]",100,%,None
Methane,"[{'C': '1.0', 'H': '4.0'}]",100,%,None
CoNi2Se4,"[{'Co': '1.0', 'Ni': '2.0', 'Se': '4.0'}]",100,%,None
MoO3,"[{'Mo': '1.0', 'O': '3.0'}]",57.9,%,None
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",87.6,%,None
Na4Fe3(PO4)2(P2O7),"[{'P': '4.0', 'O': '15.0', 'Na': '4.0', 'Fe': '3.0'}]",99.6,%,Cath
Li / Li1.0Mn0.82Ni0.10Ti0.08O2,"[{'Li': '1.0'}, {'Li': '1.0', 'Mn': '0.82', 'Ni': '0.1', 'Ti': '0.08', 'O': '2.",98,%,None
CoSe @ C,"[{'Co': '1.0', 'Se': '1.0'}, {'C': '1.0'}]",95,%,Cath
Li3VO4,"[{'Li': '3.0', 'V': '1.0', 'O': '4.0'}]",85,%,None
Li / LiFePO4,"[{'Li': '1.0'}, {'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",77.6,%,None
FeCl3-HOGIC,"[{'Fe': '1.0', 'Cl': '3.0'}]",76.2,%,None
Na0.44MnO2,"[{'Na': '0.44', 'Mn': '1.0', 'O': '2.0'}]",99.2,%,None
Sn4P3-GA,"[{'Sn': '4.0', 'P': '3.0'}]",67.3,%,None
TiO2−x,"[{'Ti': '1.0', 'O': '2.0'}]",58.8,%,None
LMO-HT,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",87,%,None
SnO2 / SnS @ N-C,"[{'Sn': '1.0', 'O': '2.0'}, {'Sn': '1.0', 'S': '1.0', 'N': '1.0'}]",68.2,%,None
Ni0.15Co2.85S4,"[{'Ni': '0.15', 'Co': '2.85', 'S': '4.0'}]",96.34,%,None
SnO2–MnO2,"[{'Sn': '1.0', 'O': '2.0'}]",92,%,None
Fe(bpy)3(BF4)2,"[{'B': '2.0', 'F': '8.0', 'Fe': '1.0'}]",73,%,None
Si @ MnO,"[{'Si': '1.0'}, {'Mn': '1.0', 'O': '1.0'}]",100,%,None
Na2SO4,"[{'Na': '2.0', 'S': '1.0', 'O': '4.0'}]",88,%,None
V2O5–CNT,"[{'V': '2.0', 'O': '5.0'}]",99,%,None
MoS2 / rGO,"[{'Mo': '1.0', 'S': '2.0'}]",96,%,None
Cu @ SnS,"[{'Cu': '1.0'}, {'Sn': '1.0', 'S': '1.0'}]",98,%,None
MoS2–C,"[{'Mo': '1.0', 'S': '2.0'}]",30,%,None
NiMoO4·nH2O,"[{'Ni': '1.0', 'Mo': '1.0', 'O': '4.0'}]",91,%,None
LiFePO4 / C,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",99.5,%,None
TiO2 @ C,"[{'Ti': '1.0', 'O': '2.0'}, {'C': '1.0'}]",0.02,%,None
N-GO / CuO,"[{'Cu': '1.0', 'O': '1.0'}]",99.5,%,None
Na0.44Mn0.6Ni0.3Cu0.1O2,"[{'Na': '0.44', 'Mn': '0.6', 'Ni': '0.3', 'Cu': '0.1', 'O': '2.0'}]",100,%,None
PC2800,"[{'P': '1.0', 'C': '2800.0'}]",90,%,None
Manganese oxide,"[{'Mn': '2.0', 'O': '7.0'}]",80.7,%,None
AC / / CuS,"[{'Cu': '1.0', 'S': '1.0'}]",97.7,%,None
Ti0.88Sn0.12O2,"[{'Ti': '0.88', 'Sn': '0.12', 'O': '2.0'}]",97,%,None
NiS2 @ C,"[{'Ni': '1.0', 'S': '2.0'}, {'C': '1.0'}]",60.6,%,None
V2O5NWC,"[{'V': '2.0', 'O': '5.0', 'N': '1.0', 'W': '1.0', 'C': '1.0'}]",96,%,None
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",64.37,%,None
Fe3O4,"[{'Fe': '3.0', 'O': '4.0'}]",76.9,%,None
SnS2,"[{'Sn': '1.0', 'S': '2.0'}]",64,%,None
Ce2S3,"[{'Ce': '2.0', 'S': '3.0'}]",84.2,%,None
PC1860,"[{'P': '1.0', 'C': '1860.0'}]",18.2,%,None
SiOC,"[{'Si': '1.0', 'O': '1.0', 'C': '1.0'}]",60.7,%,None
Co3O4,"[{'Co': '3.0', 'O': '4.0'}]",98.8,%,None
Li2MnO3,"[{'Li': '2.0', 'Mn': '1.0', 'O': '3.0'}]",83.3,%,None
Li2(VO)2(HPO4)2(C2O4),"[{'V': '2.0', 'O': '14.0', 'H': '2.0', 'P': '2.0', 'C': '2.0', 'Li': '2.0'}]",99,%,None
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",66,%,None
Lithium titanate,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",100,%,None
SnO2 @ C,"[{'Sn': '1.0', 'O': '2.0'}, {'C': '1.0'}]",43.4,%,None
CrSb2,"[{'Cr': '1.0', 'Sb': '2.0'}]",88,%,None
ZnMnO3,"[{'Zn': '1.0', 'Mn': '1.0', 'O': '3.0'}]",100,%,None
VPO4 / C,"[{'V': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",68.2,%,None
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",56,%,None
Co3O4 / C / graphene,"[{'Co': '3.0', 'O': '4.0'}, {'C': '1.0'}]",85,%,None
SiO,"[{'Si': '1.0', 'O': '1.0'}]",74.2,%,None
Li4Ti5O12 / C,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}, {'C': '1.0'}]",61,%,None
TiO2-SRGO-1,"[{'Ti': '1.0', 'O': '2.0'}]",100,%,None
Li2Sn,"[{'Li': '2.0', 'Sn': '1.0'}]",88.9,%,None
Iron nitrate nonahydrate,"[{'N': '3.0', 'O': '9.0', 'Fe': '1.0'}]",91,%,None
NiFe2O4,"[{'Ni': '1.0', 'Fe': '2.0', 'O': '4.0'}]",74.8,%,None
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",40.2,%,None
ZnSe,"[{'Zn': '1.0', 'Se': '1.0'}]",98,%,None
V2O5,"[{'V': '2.0', 'O': '5.0'}]",88.4,%,None
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",61.6,%,None
Mo6S8,"[{'Mo': '6.0', 'S': '8.0'}]",99.3,%,None
Li3−xNaxVO4,"[{'Li': '3-x', 'Na': 'x', 'V': '1.0', 'O': '4.0'}]",66.7,%,None
Ni / / Si / C,"[{'Ni': '1.0'}, {'Si': '1.0'}, {'C': '1.0'}]",100,%,None
Hydrogen titanate,"[{'H': '2.0', 'Ti': '1.0', 'O': '3.0'}]",100,%,None
Cu2-xS,"[{'Cu': '2-x', 'S': '1.0'}]",84.2,%,None
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",100,%,None
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",99,%,None
SiOx / C,"[{'Si': '1.0', 'O': 'x'}, {'C': '1.0'}]",46.67,%,None
MoS1.5Se0.5-3D rGO,"[{'Mo': '1.0', 'S': '1.5', 'Se': '0.5'}]",89.2,%,None
Mn3O4,"[{'Mn': '3.0', 'O': '4.0'}]",58.8,%,None
SnS2 / C,"[{'Sn': '1.0', 'S': '2.0'}, {'C': '1.0'}]",82.3,%,None
Zn2GeO4,"[{'Zn': '2.0', 'Ge': '1.0', 'O': '4.0'}]",63.1,%,None
Polyvinylidene fluoride,"[{'C': '2.0', 'H': '2.0', 'F': '2.0'}]",98,%,None
Glucose,"[{'C': '6.0', 'H': '12.0', 'O': '6.0'}]",8,%,None
SnCo-4,"[{'Sn': '1.0', 'Co': '1.0'}]",53.7,%,None
PVdF,"[{'P': '1.0', 'V': 'd', 'F': '1.0'}]",71.5,%,None
Fe3O4 / rGO,"[{'Fe': '3.0', 'O': '4.0'}]",99,%,None
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",10,%,None
TiNb2O7,"[{'Ti': '1.0', 'Nb': '2.0', 'O': '7.0'}]",98,%,None
V2O5,"[{'V': '2.0', 'O': '5.0'}]",98.5,%,None
ZnCo2O4,"[{'Zn': '1.0', 'Co': '2.0', 'O': '4.0'}]",80.7,%,None
Na0.44MnO2,"[{'Na': '0.44', 'Mn': '1.0', 'O': '2.0'}]",99.8,%,None
FeS2 / CNT-NN,"[{'Fe': '1.0', 'S': '2.0'}]",74.6,%,None
NiCoO2 @ N-PCs,"[{'Ni': '1.0', 'Co': '1.0', 'O': '2.0'}]",98.2,%,None
HC-HCl,"[{'H': '1.0', 'C': '1.0'}]",73,%,None
ZnCo2O4,"[{'Zn': '1.0', 'Co': '2.0', 'O': '4.0'}]",81,%,None
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",70,%,None
Ferrocyanide,"[{'C': '6.0', 'N': '6.0', 'Fe': '1.0'}]",100,%,None
SnO2 @ Graphene–carbon particle,"[{'Sn': '1.0', 'O': '2.0'}]",53.4,%,None
Li4Ti5O12,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",95,%,None
Mn0.6Fe2.4O4,"[{'Mn': '0.6', 'Fe': '2.4', 'O': '4.0'}]",65.4,%,None
LiFe0.3Mn0.7PO4,"[{'Li': '1.0', 'Fe': '0.3', 'Mn': '0.7', 'P': '1.0', 'O': '4.0'}]",75,%,None
Li[Ni1-x-yCoxMny]O2,"[{'Li': '1.0', 'Ni': '-x-y+1', 'Co': 'x', 'Mn': 'y', 'O': '2.0'}]",93.3,%,None
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",98,%,None
CoSb2 / C,"[{'Co': '1.0', 'Sb': '2.0'}, {'C': '1.0'}]",78.1,%,None
Mn3O4,"[{'Mn': '3.0', 'O': '4.0'}]",57.3,%,None
NP-HC,"[{'N': '1.0', 'P': '1.0'}]",71.8,%,None
Li2MnO3,"[{'Li': '2.0', 'Mn': '1.0', 'O': '3.0'}]",75.4,%,None
Li / ZnCo2O4,"[{'Li': '1.0'}, {'Zn': '1.0', 'Co': '2.0', 'O': '4.0'}]",98,%,None
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",96,%,None
Ag2S,"[{'Ag': '2.0', 'S': '1.0'}]",61,%,None
CoMoO4,"[{'Co': '1.0', 'Mo': '1.0', 'O': '4.0'}]",72.88,%,None
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",100,%,None
PC2300,"[{'P': '1.0', 'C': '2300.0'}]",18.2,%,None
Sb oxides,"[{'Sb': '2.0', 'O': '5.0'}]",77.9,%,None
SiO2 @ SnO2 @ C,"[{'Si': '1.0', 'O': '2.0'}, {'Sn': '1.0', 'O': '2.0'}, {'C': '1.0'}]",99,%,None
