Name,Extracted_name,Value,Raw_unit,Type
AlON / c-PAN,"[{'Al': '1.0', 'O': '1.0', 'N': '1.0'}]",90,%,
NiO,"[{'Ni': '2.0', 'O': '3.0'}]",76,%,
Li2O @ Cu,"[{'Li': '2.0', 'O': '1.0'}, {'Cu': '1.0'}]",99,%,
Li2FeSiO4 / C,"[{'Li': '2.0', 'Fe': '1.0', 'Si': '1.0', 'O': '4.0'}, {'C': '1.0'}]",90,%,
PVDF,"[{'C': '2.0', 'H': '2.0', 'F': '2.0'}]",96,%,
C-VS2 @ VOOH,"[{'V': '1.0', 'O': '2.0', 'H': '1.0'}]",82,%,
LiNi0.8Co0.2O2 electrode,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.2', 'O': '2.0'}]",99,%,
FeS2 / CNT-NN,"[{'Fe': '1.0', 'S': '2.0'}]",98.2,%,
SnS2,"[{'Sn': '1.0', 'S': '2.0'}]",98,%,
Sn4P3 @ C,"[{'Sn': '4.0', 'P': '3.0'}, {'C': '1.0'}]",63.7,%,
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",5,%,
ZnO @ C-5,"[{'Zn': '1.0', 'O': '1.0'}]",98,%,
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",67.1,%,
PVdF,"[{'C': '2.0', 'H': '2.0', 'F': '2.0'}]",77.2,%,
VSe2 / C,"[{'V': '1.0', 'Se': '2.0'}, {'C': '1.0'}]",80,%,
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",100,%,
LiNi0.5Mn0.5O2 cathodes,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '0.5', 'O': '2.0'}]",96.58,%,
Li4Ti5O12âC composite,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",99,%,
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",99.4,%,
MgFe2O4,"[{'Mg': '1.0', 'Fe': '2.0', 'O': '4.0'}]",58.1,%,
SiOx,"[{'Si': '1.0', 'O': 'x'}]",37,%,
Si / C,"[{'Si': '1.0'}, {'C': '1.0'}]",94,%,
Li3V2âxLax(PO4)3 / C composites,"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2-x', 'La': 'x'}, {'C': '1.0'}]",91,%,
Fe3O4,"[{'Fe': '3.0', 'O': '4.0'}]",57,%,
Na2CO3,"[{'Na': '2.0', 'C': '1.0', 'O': '3.0'}]",96,%,
Li2ZnTi3O8,"[{'Li': '2.0', 'Zn': '1.0', 'Ti': '3.0', 'O': '8.0'}]",96.7,%,
Li2ZnTi3O8,"[{'Li': '2.0', 'Zn': '1.0', 'Ti': '3.0', 'O': '8.0'}]",92.2,%,
Li2ZnTi3O8,"[{'Li': '2.0', 'Zn': '1.0', 'Ti': '3.0', 'O': '8.0'}]",93.5,%,
Zn2SnO4 anodes,"[{'Zn': '2.0', 'Sn': '1.0', 'O': '4.0'}]",96,%,
NC-Zn2SnO4 anodes,"[{'N': '1.0', 'C': '1.0'}]",52.8,%,
Li2ZnTi3O8,"[{'Li': '2.0', 'Zn': '1.0', 'Ti': '3.0', 'O': '8.0'}]",99.3,%,
NC-Zn2SnO4 anodes,"[{'N': '1.0', 'C': '1.0'}]",46.6,%,
ZnGeP2,"[{'Zn': '1.0', 'Ge': '1.0', 'P': '2.0'}]",76,%,
Si / C,"[{'Si': '1.0'}, {'C': '1.0'}]",69,%,
SnO2âCoOâ50 C,"[{'Sn': '1.0', 'O': '2.0'}]",62,%,
LiFePO4 / Ti / Ni,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'Ti': '1.0'}, {'Ni': '1.0",100,%,
SnO2 @ C,"[{'Sn': '1.0', 'O': '2.0'}, {'C': '1.0'}]",64.7,%,
LCO / PEO / Li,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}, {'Li': '1.0'}]",87,%,
CoFe2O4,"[{'Co': '1.0', 'Fe': '2.0', 'O': '4.0'}]",99,%,
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",59.7,%,
PSi-20,"[{'P': '1.0', 'Si': '1.0'}]",73,%,
LiFePO4 / PVdF / CA-Ag-TiO2 / Li,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'P': '1.0', 'V': 'd', 'F'",100,%,
70V2O5â30P2O5,"[{'V': '2.0', 'O': '5.0'}]",62.6,%,
ZnSnO3 @ TiO2,"[{'Zn': '1.0', 'Sn': '1.0', 'O': '3.0'}, {'Ti': '1.0', 'O': '2.0'}]",94.6,%,
Ferro / ferricyanide,"[{'C': '6.0', 'N': '6.0', 'Fe': '1.0'}]",98,%,
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",72.6,%,
FeCoNi,"[{'Fe': '1.0', 'Co': '1.0', 'Ni': '1.0'}]",85,%,
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",74.9,%,
MoSe2âCoSe2 / NGA-0,"[{'Mo': '1.0', 'Se': '2.0'}]",70.5,%,
Li / Li4Ti5O12,"[{'Li': '1.0'}, {'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",99.8,%,
ReS2 / CNTs,"[{'Re': '1.0', 'S': '2.0'}]",65,%,
SiO,"[{'Si': '1.0', 'O': '1.0'}]",93,%,
Na3V2(PO4)2F3,"[{'P': '2.0', 'O': '8.0', 'Na': '3.0', 'V': '2.0', 'F': '3.0'}]",98.2,%,
Ni / NiO,"[{'Ni': '1.0'}, {'Ni': '1.0', 'O': '1.0'}]",100,%,
LFP / C,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",96.2,%,
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",30.8,%,
CNT @ SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",46,%,
Ti / a-Si / SiOx,"[{'Ti': '1.0'}, {'Si': '1.0'}, {'Si': '1.0', 'O': 'x'}]",90.9,%,
V2O5,"[{'V': '2.0', 'O': '5.0'}]",100,%,
LaPO4,"[{'La': '1.0', 'P': '1.0', 'O': '4.0'}]",1,%,
AgâC @ ZnOâC @ AgâC,"[{'Zn': '1.0', 'O': '1.0'}]",65.4,%,
MnCo2O4,"[{'Mn': '1.0', 'Co': '2.0', 'O': '4.0'}]",100,%,
Na / S,"[{'Na': '1.0'}, {'S': '1.0'}]",100,%,
Si / SiOx-2,"[{'Si': '1.0'}, {'Si': '1.0', 'O': 'x-2'}]",83.3,%,
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",67.3,%,
La0.65Pb0.35MnO3,"[{'La': '0.65', 'Pb': '0.35', 'Mn': '1.0', 'O': '3.0'}]",97,%,
Li / Li2NiO2,"[{'Li': '1.0'}, {'Li': '2.0', 'Ni': '1.0', 'O': '2.0'}]",97,%,
Al2O3,"[{'Al': '2.0', 'O': '3.0'}]",92,%,
LTO / C nano-,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",100,%,
Li1.05Cr0.10Mn1.85O4,"[{'Li': '1.05', 'Cr': '0.1', 'Mn': '1.85', 'O': '4.0'}]",90,%,
Co3O4,"[{'Co': '3.0', 'O': '4.0'}]",99,%,
MoS2 @ C,"[{'Mo': '1.0', 'S': '2.0'}, {'C': '1.0'}]",69,%,
NiOâNi / natural graphite,"[{'Ni': '1.0', 'O': '1.0'}]",98,%,
Co2TiO4 @ C,"[{'Co': '2.0', 'Ti': '1.0', 'O': '4.0'}, {'C': '1.0'}]",97,%,
Co3O4,"[{'Co': '3.0', 'O': '4.0'}]",93,%,
LiNO3,"[{'Li': '1.0', 'N': '1.0', 'O': '3.0'}]",90,%,
CoSe2 / CNT,"[{'Co': '1.0', 'Se': '2.0'}]",85.1,%,
S / CN / MoS2,"[{'S': '1.0'}, {'C': '1.0', 'N': '1.0'}, {'Mo': '1.0', 'S': '2.0'}]",99,%,
MnO / TiN,"[{'Mn': '1.0', 'O': '1.0'}, {'Ti': '1.0', 'N': '1.0'}]",65.4,%,
FeS2 @ C,"[{'Fe': '1.0', 'S': '2.0'}, {'C': '1.0'}]",100,%,
Iron / manganese phosphide,"[{'Fe': '1.0'}, {'Mn': '3.0', 'P': '7.0'}]",84,%,
Silicon monoxide,"[{'Si': '0.0', 'O': '1.0'}]",98,%,
TiO2-doped MoO3,"[{'Mo': '1.0', 'O': '3.0'}]",71,%,
CoMn2O4,"[{'Co': '1.0', 'Mn': '2.0', 'O': '4.0'}]",90,%,
FeTiO3 / C,"[{'Fe': '1.0', 'Ti': '1.0', 'O': '3.0'}, {'C': '1.0'}]",99.9,%,
ZnFe2O4,"[{'Zn': '1.0', 'Fe': '2.0', 'O': '4.0'}]",98,%,
Co3O4âC,"[{'Co': '3.0', 'O': '4.0'}]",11.9,%,
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",99.7,%,
Si @ C,"[{'Si': '1.0'}, {'C': '1.0'}]",75.6,%,
LiMn0.9Fe0.05Mg0.05PO4 / C,"[{'Li': '1.0', 'Mn': '0.9', 'Fe': '0.05', 'Mg': '0.05', 'P': '1.0', 'O': '4.0'}",98.25,%,
Cu5(VO4)2(OH)4Â·H2O / PANI,"[{'V': '2.0', 'O': '12.0', 'H': '4.0', 'Cu': '5.0'}]",61.2,%,
Si0.58V0.42,"[{'Si': '0.58', 'V': '0.42'}]",84.6,%,
NiFe2O4,"[{'Ni': '1.0', 'Fe': '2.0', 'O': '4.0'}]",91.3,%,
Li / LiFePO4,"[{'Li': '1.0'}, {'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",95,%,
Ge0.9Se0.1,"[{'Ge': '0.9', 'Se': '0.1'}]",100,%,
Si / SiOx / SiO2 nano,"[{'Si': '1.0'}, {'Si': '1.0', 'O': 'x'}]",99,%,
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",2,%,
Polyethylene glycol,"[{'C': '2*n', 'H': '4*n+2', 'O': 'n+1'}]",99,%,
Li2MnO3,"[{'Li': '2.0', 'Mn': '1.0', 'O': '3.0'}]",100,%,
Polyvinylidene-fluoride,"[{'C': '2.0', 'H': '2.0', 'F': '2.0'}]",56,%,
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",99.9,%,
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",89.6,%,
Fe3O4 @ CMK-3,"[{'Fe': '3.0', 'O': '4.0'}]",98,%,
Na0.6Ni0.22Fe0.11Mn0.66O2,"[{'Na': '0.6', 'Ni': '0.22', 'Fe': '0.11', 'Mn': '0.66', 'O': '2.0'}]",98,%,
Ge / C,"[{'Ge': '1.0'}, {'C': '1.0'}]",71,%,
CuO,"[{'Cu': '1.0', 'O': '1.0'}]",83.3,%,
FeS2,"[{'Fe': '1.0', 'S': '2.0'}]",11.8,%,
CoS2NP @ G-CoS2QD,"[{'Co': '1.0', 'S': '2.0', 'N': '1.0', 'P': '1.0'}]",79,%,
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",98,%,
SiCu,"[{'Si': '1.0', 'Cu': '1.0'}]",90,%,
PC2800,"[{'P': '1.0', 'C': '2800.0'}]",80,%,
(Co0.62Fe1.38)FeO4 / NiCo2O4,"[{'Co': '0.62', 'Fe': '2.38', 'O': '4.0'}, {'Ni': '1.0', 'Co': '2.0', 'O': '4.0",99,%,
Sb2O3,"[{'Sb': '2.0', 'O': '3.0'}]",95,%,
CuO @ CMK-8 nano,"[{'Cu': '1.0', 'O': '1.0'}]",82,%,
V2O5 / graphene,"[{'V': '2.0', 'O': '5.0'}]",96.5,%,
LiPSs,"[{'Li': '1.0', 'P': '1.0', 'S': 's'}]",99.5,%,
Li / LiCr0.05Ni0.45Mn1.5O4,"[{'Li': '1.0'}, {'Li': '1.0', 'Cr': '0.05', 'Ni': '0.45', 'Mn': '1.5', 'O': '4.",76.4,%,
Na0.67CuxMn1âxO2,"[{'Na': '0.67', 'Cu': 'x', 'Mn': '1-x', 'O': '2.0'}]",93.7,%,
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",73.9,%,
Li1.05CoO2,"[{'Li': '1.05', 'Co': '1.0', 'O': '2.0'}]",98.6,%,
SnSe,"[{'Sn': '1.0', 'Se': '1.0'}]",83,%,
SnSbx,"[{'Sn': '1.0', 'Sb': 'x'}]",100,%,
MoSe2âCoSe2 / NGA-0,"[{'Mo': '1.0', 'Se': '2.0'}]",68.7,%,
Co3O4 / TiO2-1,"[{'Co': '3.0', 'O': '4.0'}, {'Ti': '1.0', 'O': '2.0'}]",60.4,%,
FeOx / C,"[{'Fe': '1.0', 'O': 'x'}, {'C': '1.0'}]",73.82,%,
Fe3O4 @ rGO,"[{'Fe': '3.0', 'O': '4.0'}]",66.7,%,
CoS2-CoS-C,"[{'Co': '1.0', 'S': '2.0'}]",68,%,
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",92,%,
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",92,%,
LiCoMnO4,"[{'Li': '1.0', 'Co': '1.0', 'Mn': '1.0', 'O': '4.0'}]",99.85,%,
"MoS2-Sb @ Sb2S3 @ C, MoS2-Sb @ C","[{'Mo': '1.0', 'S': '2.0'}, {'Sb': '2.0', 'S': '3.0'}, {'Sb': '1.0'}, {'C': '1.",76.3,%,
Fe3O4 / C,"[{'Fe': '3.0', 'O': '4.0'}, {'C': '1.0'}]",100,%,
Methane,"[{'C': '1.0', 'H': '4.0'}]",100,%,
CoNi2Se4,"[{'Co': '1.0', 'Ni': '2.0', 'Se': '4.0'}]",100,%,
MoO3,"[{'Mo': '1.0', 'O': '3.0'}]",57.9,%,
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",87.6,%,
Li / Li1.0Mn0.82Ni0.10Ti0.08O2,"[{'Li': '1.0'}, {'Li': '1.0', 'Mn': '0.82', 'Ni': '0.1', 'Ti': '0.08', 'O': '2.",98,%,
Li3VO4,"[{'Li': '3.0', 'V': '1.0', 'O': '4.0'}]",85,%,
Li / LiFePO4,"[{'Li': '1.0'}, {'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",77.6,%,
FeCl3-HOGIC,"[{'Fe': '1.0', 'Cl': '3.0'}]",76.2,%,
Na0.44MnO2,"[{'Na': '0.44', 'Mn': '1.0', 'O': '2.0'}]",99.2,%,
Sn4P3-GA,"[{'Sn': '4.0', 'P': '3.0'}]",67.3,%,
TiO2âx,"[{'Ti': '1.0', 'O': '2.0'}]",58.8,%,
LMO-HT,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",87,%,
SnO2 / SnS @ N-C,"[{'Sn': '1.0', 'O': '2.0'}, {'Sn': '1.0', 'S': '1.0', 'N': '1.0'}]",68.2,%,
Ni0.15Co2.85S4,"[{'Ni': '0.15', 'Co': '2.85', 'S': '4.0'}]",96.34,%,
SnO2âMnO2,"[{'Sn': '1.0', 'O': '2.0'}]",92,%,
Fe(bpy)3(BF4)2,"[{'B': '2.0', 'F': '8.0', 'Fe': '1.0'}]",73,%,
Si @ MnO,"[{'Si': '1.0'}, {'Mn': '1.0', 'O': '1.0'}]",100,%,
Na2SO4,"[{'Na': '2.0', 'S': '1.0', 'O': '4.0'}]",88,%,
V2O5âCNT,"[{'V': '2.0', 'O': '5.0'}]",99,%,
MoS2 / rGO,"[{'Mo': '1.0', 'S': '2.0'}]",96,%,
Cu @ SnS,"[{'Cu': '1.0'}, {'Sn': '1.0', 'S': '1.0'}]",98,%,
MoS2âC,"[{'Mo': '1.0', 'S': '2.0'}]",30,%,
NiMoO4Â·nH2O,"[{'Ni': '1.0', 'Mo': '1.0', 'O': '4.0'}]",91,%,
LiFePO4 / C,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",99.5,%,
TiO2 @ C,"[{'Ti': '1.0', 'O': '2.0'}, {'C': '1.0'}]",0.02,%,
N-GO / CuO,"[{'Cu': '1.0', 'O': '1.0'}]",99.5,%,
Na0.44Mn0.6Ni0.3Cu0.1O2,"[{'Na': '0.44', 'Mn': '0.6', 'Ni': '0.3', 'Cu': '0.1', 'O': '2.0'}]",100,%,
PC2800,"[{'P': '1.0', 'C': '2800.0'}]",90,%,
Manganese oxide,"[{'Mn': '2.0', 'O': '7.0'}]",80.7,%,
AC / / CuS,"[{'Cu': '1.0', 'S': '1.0'}]",97.7,%,
Ti0.88Sn0.12O2,"[{'Ti': '0.88', 'Sn': '0.12', 'O': '2.0'}]",97,%,
NiS2 @ C,"[{'Ni': '1.0', 'S': '2.0'}, {'C': '1.0'}]",60.6,%,
V2O5NWC,"[{'V': '2.0', 'O': '5.0', 'N': '1.0', 'W': '1.0', 'C': '1.0'}]",96,%,
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",64.37,%,
Fe3O4,"[{'Fe': '3.0', 'O': '4.0'}]",76.9,%,
SnS2,"[{'Sn': '1.0', 'S': '2.0'}]",64,%,
Ce2S3,"[{'Ce': '2.0', 'S': '3.0'}]",84.2,%,
PC1860,"[{'P': '1.0', 'C': '1860.0'}]",18.2,%,
SiOC,"[{'Si': '1.0', 'O': '1.0', 'C': '1.0'}]",60.7,%,
Co3O4,"[{'Co': '3.0', 'O': '4.0'}]",98.8,%,
Li2MnO3,"[{'Li': '2.0', 'Mn': '1.0', 'O': '3.0'}]",83.3,%,
Li2(VO)2(HPO4)2(C2O4),"[{'V': '2.0', 'O': '14.0', 'H': '2.0', 'P': '2.0', 'C': '2.0', 'Li': '2.0'}]",99,%,
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",66,%,
Lithium titanate,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",100,%,
SnO2 @ C,"[{'Sn': '1.0', 'O': '2.0'}, {'C': '1.0'}]",43.4,%,
CrSb2,"[{'Cr': '1.0', 'Sb': '2.0'}]",88,%,
ZnMnO3,"[{'Zn': '1.0', 'Mn': '1.0', 'O': '3.0'}]",100,%,
VPO4 / C,"[{'V': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",68.2,%,
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",56,%,
Co3O4 / C / graphene,"[{'Co': '3.0', 'O': '4.0'}, {'C': '1.0'}]",85,%,
SiO,"[{'Si': '1.0', 'O': '1.0'}]",74.2,%,
Li4Ti5O12 / C,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}, {'C': '1.0'}]",61,%,
TiO2-SRGO-1,"[{'Ti': '1.0', 'O': '2.0'}]",100,%,
Li2Sn,"[{'Li': '2.0', 'Sn': '1.0'}]",88.9,%,
Iron nitrate nonahydrate,"[{'N': '3.0', 'O': '9.0', 'Fe': '1.0'}]",91,%,
NiFe2O4,"[{'Ni': '1.0', 'Fe': '2.0', 'O': '4.0'}]",74.8,%,
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",40.2,%,
ZnSe,"[{'Zn': '1.0', 'Se': '1.0'}]",98,%,
V2O5,"[{'V': '2.0', 'O': '5.0'}]",88.4,%,
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",61.6,%,
Mo6S8,"[{'Mo': '6.0', 'S': '8.0'}]",99.3,%,
Li3âxNaxVO4,"[{'Li': '3-x', 'Na': 'x', 'V': '1.0', 'O': '4.0'}]",66.7,%,
Ni / / Si / C,"[{'Ni': '1.0'}, {'Si': '1.0'}, {'C': '1.0'}]",100,%,
Hydrogen titanate,"[{'H': '2.0', 'Ti': '1.0', 'O': '3.0'}]",100,%,
Cu2-xS,"[{'Cu': '2-x', 'S': '1.0'}]",84.2,%,
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",100,%,
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",99,%,
SiOx / C,"[{'Si': '1.0', 'O': 'x'}, {'C': '1.0'}]",46.67,%,
MoS1.5Se0.5-3D rGO,"[{'Mo': '1.0', 'S': '1.5', 'Se': '0.5'}]",89.2,%,
Mn3O4,"[{'Mn': '3.0', 'O': '4.0'}]",58.8,%,
SnS2 / C,"[{'Sn': '1.0', 'S': '2.0'}, {'C': '1.0'}]",82.3,%,
Zn2GeO4,"[{'Zn': '2.0', 'Ge': '1.0', 'O': '4.0'}]",63.1,%,
Polyvinylidene fluoride,"[{'C': '2.0', 'H': '2.0', 'F': '2.0'}]",98,%,
Glucose,"[{'C': '6.0', 'H': '12.0', 'O': '6.0'}]",8,%,
SnCo-4,"[{'Sn': '1.0', 'Co': '1.0'}]",53.7,%,
PVdF,"[{'P': '1.0', 'V': 'd', 'F': '1.0'}]",71.5,%,
Fe3O4 / rGO,"[{'Fe': '3.0', 'O': '4.0'}]",99,%,
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",10,%,
TiNb2O7,"[{'Ti': '1.0', 'Nb': '2.0', 'O': '7.0'}]",98,%,
V2O5,"[{'V': '2.0', 'O': '5.0'}]",98.5,%,
ZnCo2O4,"[{'Zn': '1.0', 'Co': '2.0', 'O': '4.0'}]",80.7,%,
Na0.44MnO2,"[{'Na': '0.44', 'Mn': '1.0', 'O': '2.0'}]",99.8,%,
FeS2 / CNT-NN,"[{'Fe': '1.0', 'S': '2.0'}]",74.6,%,
NiCoO2 @ N-PCs,"[{'Ni': '1.0', 'Co': '1.0', 'O': '2.0'}]",98.2,%,
HC-HCl,"[{'H': '1.0', 'C': '1.0'}]",73,%,
ZnCo2O4,"[{'Zn': '1.0', 'Co': '2.0', 'O': '4.0'}]",81,%,
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",70,%,
Ferrocyanide,"[{'C': '6.0', 'N': '6.0', 'Fe': '1.0'}]",100,%,
SnO2 @ Grapheneâcarbon particle,"[{'Sn': '1.0', 'O': '2.0'}]",53.4,%,
Li4Ti5O12,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",95,%,
Mn0.6Fe2.4O4,"[{'Mn': '0.6', 'Fe': '2.4', 'O': '4.0'}]",65.4,%,
LiFe0.3Mn0.7PO4,"[{'Li': '1.0', 'Fe': '0.3', 'Mn': '0.7', 'P': '1.0', 'O': '4.0'}]",75,%,
Li[Ni1-x-yCoxMny]O2,"[{'Li': '1.0', 'Ni': '-x-y+1', 'Co': 'x', 'Mn': 'y', 'O': '2.0'}]",93.3,%,
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",98,%,
CoSb2 / C,"[{'Co': '1.0', 'Sb': '2.0'}, {'C': '1.0'}]",78.1,%,
Mn3O4,"[{'Mn': '3.0', 'O': '4.0'}]",57.3,%,
NP-HC,"[{'N': '1.0', 'P': '1.0'}]",71.8,%,
Li2MnO3,"[{'Li': '2.0', 'Mn': '1.0', 'O': '3.0'}]",75.4,%,
Li / ZnCo2O4,"[{'Li': '1.0'}, {'Zn': '1.0', 'Co': '2.0', 'O': '4.0'}]",98,%,
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",96,%,
Ag2S,"[{'Ag': '2.0', 'S': '1.0'}]",61,%,
CoMoO4,"[{'Co': '1.0', 'Mo': '1.0', 'O': '4.0'}]",72.88,%,
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",100,%,
PC2300,"[{'P': '1.0', 'C': '2300.0'}]",18.2,%,
Sb oxides,"[{'Sb': '2.0', 'O': '5.0'}]",77.9,%,
SiO2 @ SnO2 @ C,"[{'Si': '1.0', 'O': '2.0'}, {'Sn': '1.0', 'O': '2.0'}, {'C': '1.0'}]",99,%,
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",90.6,%,
MoTe2,"[{'Mo': '1.0', 'Te': '2.0'}]",68,%,
SiOx @ C,"[{'Si': '1.0', 'O': 'x'}, {'C': '1.0'}]",99,%,
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",99,%,
Cd2SnO4âSnO2,"[{'Cd': '2.0', 'Sn': '1.0', 'O': '4.0'}]",94.91,%,
Fe3O4,"[{'Fe': '3.0', 'O': '4.0'}]",98,%,
PNPC-4-based,"[{'P': '2.0', 'N': '1.0', 'C': '1.0'}]",98.4,%,
LiNi1 / 3Co1 / 3Mn1 / 3O2,"[{'Li': '1.0', 'Ni': '0.3333', 'Co': '0.3333', 'Mn': '0.3333', 'O': '2.0'}]",89.1,%,
SnO2 @ TiO2 Ns @ C,"[{'Sn': '1.0', 'O': '2.0'}, {'Ti': '1.0', 'O': '2.0', 'N': 's'}, {'C': '1.0'}]",98.6,%,
Co3O4-C nano,"[{'Co': '3.0', 'O': '4.0'}]",100,%,
Nickel sulfide,"[{'Ni': '2.0', 'S': '3.0'}]",77,%,
LiNi0.5Co0.2Mn0.3O2,"[{'Li': '1.0', 'Ni': '0.5', 'Co': '0.2', 'Mn': '0.3', 'O': '2.0'}]",87.67,%,
MoO2,"[{'Mo': '1.0', 'O': '2.0'}]",95,%,
