Name,Extracted_name,Value,Raw_unit,Type
LiTaO3âS,"[{'Li': '1.0', 'Ta': '1.0', 'O': '3.0'}]",98.2,%,Cath
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",98,%,Anod
Si / Ag,"[{'Si': '1.0'}, {'Ag': '1.0'}]",83.4,%,Anod
C6Li,"[{'C': '6.0', 'Li': '1.0'}]",75,%,Anod
LiCrO2Â·Li2MnO3,"[{'Li': '1.0', 'Cr': '1.0', 'O': '2.0'}]",60,%,Cath
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",62.5,%,Anod
Li2MgSnO4,"[{'Li': '2.0', 'Mg': '1.0', 'Sn': '1.0', 'O': '4.0'}]",85,%,Anod
Si / C,"[{'Si': '1.0'}, {'C': '1.0'}]",90.8,%,Anod
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",90.2,%,Cath
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",97,%,Cath
Se @ C,"[{'Se': '1.0'}, {'C': '1.0'}]",95,%,Cath
Nickel sulfide,"[{'Ni': '2.0', 'S': '3.0'}]",100,%,Cath
MoS2âx / HMC-S,"[{'Mo': '1.0', 'S': '2-x'}]",100,%,Cath
CoFe2O4,"[{'Co': '1.0', 'Fe': '2.0', 'O': '4.0'}]",70,%,Anod
MoS2 / CNTs-S,"[{'Mo': '1.0', 'S': '2.0'}]",98,%,Cath
HPC / S,"[{'H': '1.0', 'P': '1.0', 'C': '1.0'}, {'S': '1.0'}]",100,%,Cath
LiNi0.76Mn0.14Co0.10O2,"[{'Li': '1.0', 'Ni': '0.76', 'Mn': '0.14', 'Co': '0.1', 'O': '2.0'}]",88,%,Cath
Mg2Si,"[{'Mg': '2.0', 'Si': '1.0'}]",62,%,Anod
LiNi0.8Co0.15Al0.05O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.15', 'Al': '0.05', 'O': '2.0'}]",82.2,%,Cath
Sb2S3,"[{'Sb': '2.0', 'S': '3.0'}]",80,%,Anod
SiOx / Sn / C,"[{'Si': '1.0', 'O': 'x'}, {'Sn': '1.0'}, {'C': '1.0'}]",99,%,Anod
CN-380,"[{'C': '1.0', 'N': '1.0'}]",12.7,%,Anod
CuFe2O4,"[{'Cu': '1.0', 'Fe': '2.0', 'O': '4.0'}]",65,%,Anod
Sn(MoO4)2 / C,"[{'Mo': '2.0', 'O': '8.0', 'Sn': '1.0'}, {'C': '1.0'}]",60.4,%,Anod
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",61.5,%,Cath
Ni / Si,"[{'Ni': '1.0'}, {'Si': '1.0'}]",94.6,%,Anod
Mn2O3,"[{'Mn': '2.0', 'O': '3.0'}]",66,%,Anod
Fe2O3,"[{'Fe': '2.0', 'O': '3.0'}]",72,%,Anod
Mn0.8Co0.2O,"[{'Mn': '0.8', 'Co': '0.2', 'O': '1.0'}]",72.8,%,Anod
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",86,%,Cath
MnO,"[{'Mn': '1.0', 'O': '1.0'}]",72,%,Anod
MnO2-280H,"[{'Mn': '1.0', 'O': '2.0'}]",99.9,%,Cath
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",52.4,%,Anod
CNF,"[{'C': '1.0', 'N': '1.0', 'F': '1.0'}]",69.1,%,Anod
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",87,%,Anod
NVPC-800,"[{'N': '1.0', 'V': '1.0', 'P': '1.0', 'C': '1.0'}]",98.9,%,Cath
LiNi0.8Co0.1Al0.1O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.1', 'Al': '0.1', 'O': '2.0'}]",89,%,Cath
K0.09Ni[Fe(CN)6]0.71Â·6H2O,"[{'C': '4.26', 'N': '4.26', 'Fe': '0.71', 'K': '0.09', 'Ni': '1.0'}]",100,%,Cath
LiV3O8 @ GO,"[{'Li': '1.0', 'V': '3.0', 'O': '8.0'}]",100,%,Cath
MoO3 / G-47,"[{'Mo': '1.0', 'O': '3.0'}]",69.5,%,Anod
MgH2 / CoO,"[{'Mg': '1.0', 'H': '2.0'}, {'Co': '1.0', 'O': '1.0'}]",100,%,Anod
MnO / CNF,"[{'Mn': '1.0', 'O': '1.0'}, {'C': '1.0', 'N': '1.0', 'F': '1.0'}]",99,%,Anod
TiO2 / graphene,"[{'Ti': '1.0', 'O': '2.0'}]",100,%,Anod
S / C,"[{'S': '1.0'}, {'C': '1.0'}]",100,%,Cath
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",99,%,Cath
RGO / TiO2 / Mn3O4 / Ti3C2Tx,"[{'Ti': '1.0', 'O': '2.0'}, {'Mn': '3.0', 'O': '4.0'}]",99.7,%,Anod
CoSe2,"[{'Co': '1.0', 'Se': '2.0'}]",96,%,Anod
Si / Ge,"[{'Si': '1.0'}, {'Ge': '1.0'}]",98,%,Anod
Cp(S-TTCA) @ rGO-80,"[{'S': '1.0', 'C': 'p'}]",100,%,Cath
SiOC,"[{'Si': '1.0', 'O': '1.0', 'C': '1.0'}]",31.1,%,Anod
LiCrO2Â·Li2MnO3,"[{'Li': '1.0', 'Cr': '1.0', 'O': '2.0'}]",89,%,Cath
Ru / Ni,"[{'Ru': '1.0'}, {'Ni': '1.0'}]",95.4,%,Cath
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",98.5,%,Cath
Sb2S3,"[{'Sb': '2.0', 'S': '3.0'}]",95,%,Anod
LiNi1 / 3Co1 / 3Mn1 / 3O2,"[{'Li': '1.0', 'Ni': '0.3333', 'Co': '0.3333', 'Mn': '0.3333', 'O': '2.0'}]",93,%,Cath
Si(Mt),"[{'Si': '1.0', 'Mt': '1.0'}]",72.1,%,Anod
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",96,%,Cath
CuO,"[{'Cu': '1.0', 'O': '1.0'}]",99,%,Anod
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",96,%,Anod
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",81,%,Cath
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",98.2,%,Cath
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",95,%,Cath
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",57,%,Cath
MoO3 / G-47,"[{'Mo': '1.0', 'O': '3.0'}]",68.9,%,Anod
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",5,%,Cath
Mn3O4,"[{'Mn': '3.0', 'O': '4.0'}]",73.24,%,Anod
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",99,%,Cath
BP-C,"[{'B': '1.0', 'P': '1.0'}]",56.7,%,Cath
KxCrO2,"[{'K': 'x', 'Cr': '1.0', 'O': '2.0'}]",97,%,Cath
TiO2 / Mn3O4 / Ti3C2Tx,"[{'Ti': '1.0', 'O': '2.0'}, {'Mn': '3.0', 'O': '4.0'}]",97.1,%,Anod
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",100,%,Cath
Cu / Fe3O4,"[{'Cu': '1.0'}, {'Fe': '3.0', 'O': '4.0'}]",65,%,Anod
LTO,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",95.9,%,Anod
IrO2 / Co-N-rGO,"[{'Ir': '1.0', 'O': '2.0'}]",94.95,%,Cath
V2O5,"[{'V': '2.0', 'O': '5.0'}]",80,%,Cath
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",98,%,Cath
Ti2Nb10O29,"[{'Ti': '2.0', 'Nb': '10.0', 'O': '29.0'}]",97,%,Anod
MnO2-PPy-S,"[{'Mn': '1.0', 'O': '2.0'}]",95.7,%,Cath
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",89.11,%,Cath
MnVO,"[{'Mn': '1.0', 'V': '1.0', 'O': '1.0'}]",37.9,%,Anod
Li1.15(Ni0.36Mn0.64)0.85O2,"[{'Ni': '0.306', 'Mn': '0.544', 'Li': '1.15', 'O': '2.0'}]",82,%,Cath
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",95.6,%,Anod
Sb2S3,"[{'Sb': '2.0', 'S': '3.0'}]",44,%,Anod
CuO,"[{'Cu': '1.0', 'O': '1.0'}]",99,%,Anod
Mn3O4 / C,"[{'Mn': '3.0', 'O': '4.0'}, {'C': '1.0'}]",100,%,Anod
In2O3,"[{'In': '2.0', 'O': '3.0'}]",58.3,%,Anod
Na4Fe3(PO4)2(P2O7),"[{'P': '4.0', 'O': '15.0', 'Na': '4.0', 'Fe': '3.0'}]",99.3,%,Cath
Co0.85Se / NC-X,"[{'Co': '0.85', 'Se': '1.0'}, {'N': '1.0', 'C': '1.0'}]",67.54,%,Anod
TiO2 @ C,"[{'Ti': '1.0', 'O': '2.0'}, {'C': '1.0'}]",84.2,%,Anod
RGO / TiO2 / Mn3O4 / Ti3C2Tx,"[{'Ti': '1.0', 'O': '2.0'}, {'Mn': '3.0', 'O': '4.0'}]",99.2,%,Anod
MnO,"[{'Mn': '1.0', 'O': '1.0'}]",66.8,%,Anod
Mn0.9Co0.1O,"[{'Mn': '0.9', 'Co': '0.1', 'O': '1.0'}]",98.5,%,Anod
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",100,%,Cath
Tungsten oxide,"[{'W': '1.0', 'O': '3.0'}]",74.5,%,Anod
VO2,"[{'V': '1.0', 'O': '2.0'}]",35,%,Anod
Na0.71CoO2,"[{'Na': '0.71', 'Co': '1.0', 'O': '2.0'}]",100,%,Cath
SnO2âPPy,"[{'Sn': '1.0', 'O': '2.0'}]",61,%,Anod
Li0.97Na0.03MnPO4 / C,"[{'Li': '0.97', 'Na': '0.03', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'",93.8,%,Cath
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",97.28,%,Cath
MoS2âx / HMC-S,"[{'Mo': '1.0', 'S': '2-x'}]",97.2,%,Cath
PCNF,"[{'P': '1.0', 'C': '1.0', 'N': '1.0', 'F': '1.0'}]",44,%,Anod
NiCo2O4 @ MnO2-CNTs-3,"[{'Ni': '1.0', 'Co': '2.0', 'O': '4.0'}, {'Mn': '1.0', 'O': '2.0'}]",100,%,Cath
MoO2 / C,"[{'Mo': '1.0', 'O': '2.0'}, {'C': '1.0'}]",43.2,%,Anod
CuS,"[{'Cu': '1.0', 'S': '1.0'}]",98.8,%,Cath
Ni / PCNFO-S,"[{'Ni': '1.0'}, {'P': '1.0', 'C': '1.0', 'N': '1.0', 'F': '1.0', 'O': '1.0'}]",99,%,Cath
BP-C,"[{'B': '1.0', 'P': '1.0'}]",98.4,%,Cath
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",40,%,Cath
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",99,%,Cath
Cu / Sn,"[{'Cu': '1.0'}, {'Sn': '1.0'}]",100,%,Anod
Li[Li0.2Ni0.2Mn0.6]O2,"[{'Li': '1.2', 'Ni': '0.2', 'Mn': '0.6', 'O': '2.0'}]",65.9,%,Cath
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",92.1,%,Cath
SnO2 / CNT,"[{'Sn': '1.0', 'O': '2.0'}]",47,%,Anod
LFP,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",99,%,Cath
Si @ SiOx @ C,"[{'Si': '1.0'}, {'Si': '1.0', 'O': 'x'}, {'C': '1.0'}]",99.4,%,Anod
LiV3O8 @ GO,"[{'Li': '1.0', 'V': '3.0', 'O': '8.0'}]",88,%,Cath
Fe2O3,"[{'Fe': '2.0', 'O': '3.0'}]",97,%,Anod
Na0.4Mn0.54Co0.46O2,"[{'Na': '0.4', 'Mn': '0.54', 'Co': '0.46', 'O': '2.0'}]",88,%,Cath
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",75,%,Cath
Si / C,"[{'Si': '1.0'}, {'C': '1.0'}]",28,%,Anod
MnO,"[{'Mn': '1.0', 'O': '1.0'}]",59,%,Anod
Li2S,"[{'Li': '2.0', 'S': '1.0'}]",90,%,Cath
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",98,%,Cath
CuS @ rGO,"[{'Cu': '1.0', 'S': '1.0'}]",54,%,Anod
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",89.8,%,Cath
Sb(H),"[{'H': '1.0', 'Sb': '1.0'}]",66.65,%,Anod
Si / C,"[{'Si': '1.0'}, {'C': '1.0'}]",88.8,%,Anod
LiNi0.6Co0.2Mn0.2O2,"[{'Li': '1.0', 'Ni': '0.6', 'Co': '0.2', 'Mn': '0.2', 'O': '2.0'}]",83.8,%,Cath
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",93.2,%,Anod
PVP @ S-SACNT,"[{'P': '2.0', 'V': '1.0'}]",100,%,Cath
MoS2-PEG,"[{'Mo': '1.0', 'S': '2.0'}]",97.1,%,Anod
MnF2,"[{'Mn': '1.0', 'F': '2.0'}]",100,%,Anod
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",96,%,Cath
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",81.6,%,Cath
NMC,"[{'Li': '1.0', 'Ni': '1.0', 'Mn': '1.0', 'Co': '1.0', 'O': '2.0'}]",99,%,Cath
Na3V2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Na': '3.0', 'V': '2.0'}]",92,%,Cath
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",92,%,Cath
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",81.6,%,Anod
LCO,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",87.3,%,Cath
GeP,"[{'Ge': '1.0', 'P': '1.0'}]",78,%,Anod
SnO2âFe2O3 @ C,"[{'Sn': '1.0', 'O': '2.0'}, {'C': '1.0'}]",98,%,Anod
Fe2O3,"[{'Fe': '2.0', 'O': '3.0'}]",61.7,%,Anod
Ti2Nb10O29,"[{'Ti': '2.0', 'Nb': '10.0', 'O': '29.0'}]",92,%,Anod
ZnMn2O4,"[{'Zn': '1.0', 'Mn': '2.0', 'O': '4.0'}]",98,%,Anod
Li1.2Mn0.56Ni0.16Co0.08O2,"[{'Li': '1.2', 'Mn': '0.56', 'Ni': '0.16', 'Co': '0.08', 'O': '2.0'}]",91.7,%,Cath
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",30,%,Anod
ZnSnO3,"[{'Zn': '1.0', 'Sn': '1.0', 'O': '3.0'}]",35.1,%,Anod
LiNbO3,"[{'Li': '1.0', 'Nb': '1.0', 'O': '3.0'}]",90.2,%,Cath
Co9S8 / C-S,"[{'Co': '9.0', 'S': '8.0'}]",0.041,%,Cath
LiNi0.8Co0.15Al0.05O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.15', 'Al': '0.05', 'O': '2.0'}]",80.1,%,Cath
MoS2 / CNTs-S,"[{'Mo': '1.0', 'S': '2.0'}]",88,%,Cath
Mg2Sn,"[{'Mg': '2.0', 'Sn': '1.0'}]",97,%,Anod
SnSb0.14,"[{'Sn': '1.0', 'Sb': '0.14'}]",93,%,Anod
Li1.2Mn0.6Ni0.1Co0.1O2,"[{'Li': '1.2', 'Mn': '0.6', 'Ni': '0.1', 'Co': '0.1', 'O': '2.0'}]",84,%,Cath
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",97.5,%,Cath
CdSe,"[{'Cd': '1.0', 'Se': '1.0'}]",5.03,%,Anod
LiNi1 / 3Mn1 / 3Co1 / 3O2,"[{'Li': '1.0', 'Ni': '0.3333', 'Mn': '0.3333', 'Co': '0.3333', 'O': '2.0'}]",98,%,Cath
Sb2O3,"[{'Sb': '2.0', 'O': '3.0'}]",97.97,%,Anod
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",83.14,%,Cath
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",45.1,%,Anod
TiO2 / Mn3O4 / Ti3C2Tx,"[{'Ti': '1.0', 'O': '2.0'}, {'Mn': '3.0', 'O': '4.0'}]",99.7,%,Anod
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",76.5,%,Cath
Cu / Sn,"[{'Cu': '1.0'}, {'Sn': '1.0'}]",91,%,Anod
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",99,%,Cath
OH-S @ MnO2,"[{'O': '1.0', 'H': '1.0'}, {'Mn': '1.0', 'O': '2.0'}]",94,%,Cath
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",95,%,Cath
SnS / rGO,"[{'Sn': '1.0', 'S': '1.0'}]",68,%,Anod
Li4Ti5O12,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",99,%,Anod
RuO2,"[{'Ru': '1.0', 'O': '2.0'}]",99,%,Anod
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",99,%,Cath
TiP2O7,"[{'Ti': '1.0', 'P': '2.0', 'O': '7.0'}]",90,%,Anod
SnO2âFe2O3âC,"[{'Sn': '1.0', 'O': '2.0'}]",63.5,%,Anod
Bi2MoO6 / rGO-20,"[{'Bi': '2.0', 'Mo': '1.0', 'O': '6.0'}]",98.47,%,Anod
ZnO,"[{'Zn': '1.0', 'O': '1.0'}]",70,%,Anod
SnS2 @ C,"[{'Sn': '1.0', 'S': '2.0'}, {'C': '1.0'}]",62.5,%,Anod
SiOx,"[{'Si': '1.0', 'O': 'x'}]",75,%,Anod
Fe3O4 @ C,"[{'Fe': '3.0', 'O': '4.0'}, {'C': '1.0'}]",95.7,%,Anod
V2O5,"[{'V': '2.0', 'O': '5.0'}]",100,%,Cath
LiAl,"[{'Li': '1.0', 'Al': '1.0'}]",90,%,Anod
LiNi1 / 3Mn1 / 3Co1 / 3O2,"[{'Li': '1.0', 'Ni': '0.3333', 'Mn': '0.3333', 'Co': '0.3333', 'O': '2.0'}]",89,%,Cath
CuO,"[{'Cu': '1.0', 'O': '1.0'}]",97,%,Anod
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",98,%,Cath
Na4Fe3(PO4)2(P2O7),"[{'P': '4.0', 'O': '15.0', 'Na': '4.0', 'Fe': '3.0'}]",98,%,Cath
GeO2,"[{'Ge': '1.0', 'O': '2.0'}]",99,%,Anod
V2O3 / rGO,"[{'V': '2.0', 'O': '3.0'}]",100,%,Anod
NVP @ C,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}, {'C': '1.0'}]",95.8,%,Cath
Ferrocyanide,"[{'C': '6.0', 'N': '6.0', 'Fe': '1.0'}]",75,%,Cath
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",95,%,Cath
LiNi0.5Mn0.5O2,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '0.5', 'O': '2.0'}]",78,%,Cath
ZnO,"[{'Zn': '1.0', 'O': '1.0'}]",50,%,Anod
Co9S8 / C-S,"[{'Co': '9.0', 'S': '8.0'}]",99,%,Cath
CNF,"[{'C': '1.0', 'N': '1.0', 'F': '1.0'}]",95.8,%,Anod
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",98,%,Cath
SiO2,"[{'Si': '1.0', 'O': '2.0'}]",60.7,%,Anod
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",92,%,Cath
MoO2 / Mo2C / C,"[{'Mo': '1.0', 'O': '2.0'}, {'Mo': '2.0', 'C': '1.0'}, {'C': '1.0'}]",98,%,Anod
LiNi0.8Co0.15Al0.05O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.15', 'Al': '0.05', 'O': '2.0'}]",84.9,%,Cath
LiNi0.8Co0.15Al0.05O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.15', 'Al': '0.05', 'O': '2.0'}]",40,%,Cath
MnO,"[{'Mn': '1.0', 'O': '1.0'}]",65,%,Anod
Zn0.9Ni0.025In0.075,"[{'Zn': '0.9', 'Ni': '0.025', 'In': '0.075'}]",98,%,Anod
