Compound_name,Extracted_name,Molecular_weight,Type,Capacity_per_gram_in_mAh,Voltage_in_V,Efficiency_in_percent
Li2S-Based,"[{'Li': '2.0', 'S': '1.0'}]",45.940000000000005,Cathode,650.0,4.0,60.0
NS-CO,"[{'N': '1.0', 'S': '1.0'}]",46.067,Anode,596.0,4.2,94.0
3Mn1 / 3O2,"[{'Mn': '0.3333', 'O': '2.0'}]",50.3088354,Cathode,21.0,4.8,94.0
3Co1 / 3O2,"[{'Co': '0.3333', 'O': '2.0'}]",51.6403689,Cathode,144.0,2.0,94.0
NaAlH4,"[{'Na': '1.0', 'Al': '1.0', 'H': '4.0'}]",54.00399999999999,Anode,330.0,2.0,94.0
SiCN,"[{'Si': '1.0', 'C': '1.0', 'N': '1.0'}]",54.103,Anode,700.0,0.9,94.0
SiOC,"[{'Si': '1.0', 'O': '1.0', 'C': '1.0'}]",56.095,Anode,1280.0,0.6,58.0
GNS / SiOC,"[{'Si': '1.0', 'O': '1.0', 'C': '1.0'}]",56.095,Anode,357.0,0.6,58.0
SiO @ C,"[{'Si': '1.0', 'O': '1.0'}, {'C': '1.0'}]",56.095,Anode,501.0,0.6,58.0
SiOCâSe,"[{'Si': '1.0', 'O': '1.0', 'C': '1.0'}]",56.095,Cathode,485.0,0.6,58.0
SiCO,"[{'Si': '1.0', 'C': '1.0', 'O': '1.0'}]",56.095000000000006,Anode,800.0,1.0,100.0
SiCOâTiO2,"[{'Si': '1.0', 'C': '1.0', 'O': '1.0'}]",56.095000000000006,Anode,1290.0,1.0,100.0
N-GP / CPN-S,"[{'C': '1.0', 'P': '1.0', 'N': '1.0'}]",56.992,Cathode,687.0,2.0,94.0
Li2S @ C,"[{'Li': '2.0', 'S': '1.0'}, {'C': '1.0'}]",57.95100000000001,Cathode,591.0,2.6,94.0
Li2S / C-,"[{'Li': '2.0', 'S': '1.0'}, {'C': '1.0'}]",57.95100000000001,Cathode,600.0,2.6,94.0
Li2S / C,"[{'Li': '2.0', 'S': '1.0'}, {'C': '1.0'}]",57.95100000000001,Cathode,900.0,2.6,94.0
Li4.4Si,"[{'Li': '4.4', 'Si': '1.0'}]",58.62100000000001,Anode,4200.0,2.0,94.0
TiC / C-S,"[{'Ti': '1.0', 'C': '1.0'}]",59.878,Cathode,821.0,2.0,98.7
TiC,"[{'Ti': '1.0', 'C': '1.0'}]",59.878,Cathode,860.0,2.0,98.7
Carbonate,"[{'C': '1.0', 'O': '3.0'}]",60.008,Anode,188.8,2.0,94.0
SiO2,"[{'Si': '1.0', 'O': '2.0'}]",60.083,Anode,877.0,2.0,60.7
Silica,"[{'Si': '1.0', 'O': '2.0'}]",60.083,Anode,1965.0,2.0,60.7
N-OMC / SiO2,"[{'Si': '1.0', 'O': '2.0'}]",60.083,Anode,778.0,2.0,60.7
SiO2 / N-C,"[{'Si': '1.0', 'O': '2.0'}]",60.083,Anode,49.6,2.0,60.7
SiO2-2,"[{'Si': '1.0', 'O': '2.0'}]",60.083,Cathode,352.7,2.0,60.7
TiN @ CNT-S,"[{'Ti': '1.0', 'N': '1.0'}]",61.874,Cathode,611.0,0.49,96.0
TiN,"[{'Ti': '1.0', 'N': '1.0'}]",61.874,Cathode,171.0,0.49,96.0
TiN @ Sn-120,"[{'Ti': '1.0', 'N': '1.0'}]",61.874,Anode,616.0,0.49,96.0
Li2S / CNT / C-N / O,"[{'Li': '2.0', 'S': '1.0'}, {'O': '1.0'}]",61.93900000000001,Cathode,577.0,0.08,94.0
Na oxide,"[{'Na': '2.0', 'O': '1.0'}]",61.979,Cathode,15.0,2.0,94.0
MgF2,"[{'Mg': '1.0', 'F': '2.0'}]",62.301,Anode,5.0,2.0,94.0
P(S-DVB),"[{'S': '1.0', 'P': '1.0'}]",63.034000000000006,Cathode,800.0,2.0,94.0
Metal oxide / sulfide / phosphide,"[{'S': '1.0'}, {'P': '1.0'}]",63.034000000000006,Anode,250.0,2.0,94.0
TiO @ C-HS,"[{'Ti': '1.0', 'O': '1.0'}]",63.866,Cathode,1100.0,2.0,94.0
LiNi0.5Co0.2Mn0.3,"[{'Li': '1.0', 'Ni': '0.5', 'Co': '0.2', 'Mn': '0.3'}]",64.55449999999999,Cathode,200.0,2.0,94.0
SiBCN / GN-ld,"[{'Si': '1.0', 'B': '1.0', 'C': '1.0', 'N': '1.0'}]",64.91300000000001,Anode,347.0,0.9,94.0
SiBCN / GN-sp,"[{'Si': '1.0', 'B': '1.0', 'C': '1.0', 'N': '1.0'}]",64.91300000000001,Anode,401.3,0.9,94.0
SiBCN,"[{'Si': '1.0', 'B': '1.0', 'C': '1.0', 'N': '1.0'}]",64.91300000000001,Anode,365.0,0.9,94.0
NFS,"[{'N': '1.0', 'F': '1.0', 'S': '1.0'}]",65.065,Cathode,87.5,4.5,94.0
NFS / rGO,"[{'N': '1.0', 'F': '1.0', 'S': '1.0'}]",65.065,Cathode,60.0,4.5,94.0
Polypyrrole,"[{'C': '4.0', 'H': '3.0', 'N': '1.0'}]",65.075,Cathode,1000.0,0.78,94.0
LiNi1â2xCoxMnxO2,"[{'Li': '1.0', 'Ni': '1.0'}]",65.633,Cathode,205.2,2.0,94.0
Zn0.9Ni0.075In0.025,"[{'Zn': '0.9', 'Ni': '0.075', 'In': '0.025'}]",66.114475,Anode,900.0,2.0,94.0
ScB2,"[{'Sc': '1.0', 'B': '2.0'}]",66.57600000000001,Anode,400.0,2.0,94.0
Si / Sn-Ni / C / Al,"[{'Si': '1.0'}, {'C': '1.0'}, {'Al': '1.0'}]",67.078,Anode,37.0,2.0,100.0
PCBN,"[{'P': '1.0', 'C': '1.0', 'B': '1.0', 'N': '1.0'}]",67.802,Cathode,762.0,2.0,94.0
LNMO / LiPON,"[{'Li': '1.0', 'P': '1.0', 'O': '1.0', 'N': '1.0'}]",67.92,Cathode,77.9,2.0,94.0
Zn0.9Ni0.025In0.075,"[{'Zn': '0.9', 'Ni': '0.025', 'In': '0.075'}]",68.92082500000001,Anode,1155.0,0.8,98.0
TiB2,"[{'Ti': '1.0', 'B': '2.0'}]",69.487,Anode,2000.0,2.0,94.0
3Co1 / 3Mn1 / 3O2,"[{'Co': '0.3333', 'Mn': '0.3333', 'O': '2.0'}]",69.9512043,Cathode,107.2,4.6,94.0
LiPS,"[{'Li': '1.0', 'P': '1.0', 'S': '1.0'}]",69.974,Cathode,209.0,2.0,94.0
Mg0.2Co0.2Ni0.2Cu0.2Zn0.2O,"[{'Mg': '0.2', 'Co': '0.2', 'Ni': '0.2', 'Cu': '0.2', 'Zn': '0.2', 'O': '1.0'}]",70.1704,Anode,490.0,2.0,94.0
Li @ Cu,"[{'Li': '1.0'}, {'Cu': '1.0'}]",70.486,Anode,300.0,0.03,93.3
MnO,"[{'Mn': '1.0', 'O': '1.0'}]",70.937,Anode,1321.0,1.0,72.0
MnO / CNT-based,"[{'Mn': '1.0', 'O': '1.0'}]",70.937,Anode,187.0,1.0,72.0
MnO / carbon,"[{'Mn': '1.0', 'O': '1.0'}]",70.937,Anode,1464.9,1.0,72.0
MnO / C-100,"[{'Mn': '1.0', 'O': '1.0'}]",70.937,Anode,1625.0,1.0,72.0
MnO / N-PCNTs,"[{'Mn': '1.0', 'O': '1.0'}]",70.937,Anode,699.0,1.0,72.0
MnO / CNT,"[{'Mn': '1.0', 'O': '1.0'}]",70.937,Anode,550.0,1.0,72.0
MnO / NâC,"[{'Mn': '1.0', 'O': '1.0'}]",70.937,Anode,600.0,1.0,72.0
MnO-PS,"[{'Mn': '1.0', 'O': '1.0'}]",70.937,Anode,1050.0,1.0,72.0
MnO / C nano-peapod,"[{'Mn': '1.0', 'O': '1.0'}]",70.937,Anode,525.0,1.0,72.0
MnO @ rGO,"[{'Mn': '1.0', 'O': '1.0'}]",70.937,Anode,1009.6,1.0,72.0
Co @ C,"[{'Co': '1.0'}, {'C': '1.0'}]",70.944,Anode,232.0,2.0,94.0
Mn0.9Co0.1O / CNT,"[{'Mn': '0.9', 'Co': '0.1', 'O': '1.0'}]",71.3365,Anode,500.0,2.0,98.5
SiO2 / C / CNTs,"[{'Si': '1.0', 'O': '2.0'}, {'C': '1.0'}]",72.094,Anode,386.5,2.0,94.0
SiO2 / C,"[{'Si': '1.0', 'O': '2.0'}, {'C': '1.0'}]",72.094,Anode,900.0,2.0,94.0
VB2,"[{'V': '1.0', 'B': '2.0'}]",72.5615,Anode,4060.0,2.0,82.0
Si / CNF,"[{'Si': '1.0'}, {'C': '1.0', 'N': '1.0', 'F': '1.0'}]",73.101,Anode,2000.0,2.0,94.0
NiO,"[{'Ni': '1.0', 'O': '1.0'}]",74.692,Anode,1219.0,3.8,100.0
GNS / NiO,"[{'Ni': '1.0', 'O': '1.0'}]",74.692,Anode,450.0,3.8,100.0
NiO-Ni,"[{'Ni': '1.0', 'O': '1.0'}]",74.692,Anode,979.0,3.8,100.0
NiOâMnCo2O4,"[{'Ni': '1.0', 'O': '1.0'}]",74.692,Anode,885.0,3.8,100.0
CoO,"[{'Co': '1.0', 'O': '1.0'}]",74.932,Anode,715.0,0.62,73.8
CoO @ CâNi,"[{'Co': '1.0', 'O': '1.0'}]",74.932,Anode,758.0,0.62,73.8
CoO-N,"[{'Co': '1.0', 'O': '1.0'}]",74.932,Cathode,440.0,0.62,73.8
CoO / rGO,"[{'Co': '1.0', 'O': '1.0'}]",74.932,Cathode,1000.0,0.62,73.8
CoO-A,"[{'Co': '1.0', 'O': '1.0'}]",74.932,Cathode,1396.0,0.62,73.8
CoO / graphene,"[{'Co': '1.0', 'O': '1.0'}]",74.932,Anode,604.0,0.62,73.8
Glycine,"[{'N': '1.0', 'H': '5.0', 'C': '2.0', 'O': '2.0'}]",75.06700000000001,Cathode,120.0,2.0,94.0
Ni0.8Co0.1Mn0.1O1.1,"[{'Ni': '0.8', 'Co': '0.1', 'Mn': '0.1', 'O': '1.1'}]",75.94040000000001,Anode,750.0,2.0,94.0
PNP @ CNTs,"[{'P': '2.0', 'N': '1.0'}]",75.955,Anode,125.0,3.0,100.0
PCNF,"[{'P': '1.0', 'C': '1.0', 'N': '1.0', 'F': '1.0'}]",75.99,Anode,201.8,2.0,44.0
S / HPC,"[{'S': '1.0'}, {'H': '1.0', 'P': '1.0', 'C': '1.0'}]",76.053,Cathode,1377.0,2.0,100.0
Mg2Si,"[{'Mg': '2.0', 'Si': '1.0'}]",76.695,Anode,891.0,3.0,62.0
CVO,"[{'C': '1.0', 'V': '1.0', 'O': '1.0'}]",78.9515,Anode,1041.0,2.0,94.0
LiC6,"[{'Li': '1.0', 'C': '6.0'}]",79.006,Anode,200.0,1.5,75.0
C6Li,"[{'C': '6.0', 'Li': '1.0'}]",79.006,Anode,400.0,1.5,75.0
LFS / FSO / C,"[{'F': '1.0', 'S': '1.0', 'O': '1.0'}, {'C': '1.0'}]",79.068,Cathode,74.0,2.0,94.0
CuO-CF,"[{'Cu': '1.0', 'O': '1.0'}]",79.545,Anode,152.2,1.4,99.0
CuO,"[{'Cu': '1.0', 'O': '1.0'}]",79.545,Anode,310.0,1.4,99.0
CuO @ CMK-8,"[{'Cu': '1.0', 'O': '1.0'}]",79.545,Anode,1405.0,1.4,99.0
P-CuFe2O4 / CuO,"[{'Cu': '1.0', 'O': '1.0'}]",79.545,Anode,1446.6,1.4,99.0
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Anode,119.0,0.38,97.0
TiO2-B,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Anode,202.0,0.38,97.0
TiO2âB,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Anode,101.0,0.38,97.0
TiO2âSe,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Cathode,158.0,0.38,97.0
Nb-doped TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Anode,177.0,0.38,97.0
TiO2 @ Co-CNT-NC,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Anode,228.0,0.38,97.0
TiO2-S,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Cathode,940.0,0.38,97.0
TiO2 / C-500,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Anode,203.0,0.38,97.0
Li2S6-based FâTiO2,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Cathode,630.0,0.38,97.0
TiO2 / CNT,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Anode,520.0,0.38,97.0
Titanium oxide,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Anode,330.0,0.38,97.0
Boron-doped TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Anode,166.9,0.38,97.0
TiO2 / graphene,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Anode,265.0,0.38,97.0
TiO2 / GA-2,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Cathode,553.0,0.38,97.0
TiO2 @ TIN,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Anode,24.0,0.38,97.0
CNT / TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Anode,170.0,0.38,97.0
Li1.27Cr0.2Mn0.53O2,"[{'Li': '1.27', 'Cr': '0.2', 'Mn': '0.53', 'O': '2.0'}]",80.32814,Cathode,280.0,2.0,94.0
Zn0.91Co0.09O,"[{'Zn': '0.91', 'Co': '0.09', 'O': '1.0'}]",80.79876999999999,Anode,1000.0,2.0,94.0
ZnO,"[{'Zn': '1.0', 'O': '1.0'}]",81.37899999999999,Anode,1504.0,1.637,70.0
ZnO / 3DOM-mC,"[{'Zn': '1.0', 'O': '1.0'}]",81.37899999999999,Anode,681.8,1.637,70.0
ZnO / graphene / CNT,"[{'Zn': '1.0', 'O': '1.0'}]",81.37899999999999,Anode,1503.0,1.637,70.0
S-TCS / ZnO,"[{'Zn': '1.0', 'O': '1.0'}]",81.37899999999999,Cathode,815.0,1.637,70.0
ZnOâG-10,"[{'Zn': '1.0', 'O': '1.0'}]",81.37899999999999,Anode,415.0,1.637,70.0
ZnO @ GN-1,"[{'Zn': '1.0', 'O': '1.0'}]",81.37899999999999,Anode,850.0,1.637,70.0
VO2,"[{'V': '1.0', 'O': '2.0'}]",82.9395,Anode,235.0,0.3,35.0
VO2 / CNTs,"[{'V': '1.0', 'O': '2.0'}]",82.9395,Anode,537.6,0.3,35.0
MnO / C,"[{'Mn': '1.0', 'O': '1.0'}, {'C': '1.0'}]",82.948,Anode,776.0,0.5,69.2
MnO @ C,"[{'Mn': '1.0', 'O': '1.0'}, {'C': '1.0'}]",82.948,Anode,932.0,0.5,69.2
Li1.23Mn0.46Fe0.15Ni0.15O2,"[{'Li': '1.23', 'Mn': '0.46', 'Fe': '0.15', 'Ni': '0.15', 'O': '2.0'}]",82.98638000000001,Cathode,255.0,2.0,94.0
Li1.2Cr0.4Mn0.4O2,"[{'Li': '1.2', 'Cr': '0.4', 'Mn': '0.4', 'O': '2.0'}]",83.09960000000001,Cathode,150.0,2.0,94.0
Si / B4C / graphite,"[{'Si': '1.0'}, {'B': '4.0', 'C': '1.0'}]",83.336,Anode,822.0,2.0,94.0
Li1.231Mn0.615Ni0.154O2,"[{'Li': '1.231', 'Mn': '0.615', 'Ni': '0.154', 'O': '2.0'}]",83.366732,Cathode,180.0,4.8,94.0
FeSi,"[{'Fe': '1.0', 'Si': '1.0'}]",83.93,Anode,500.0,2.0,94.0
AlF3,"[{'Al': '1.0', 'F': '3.0'}]",83.976,Cathode,1119.0,2.29,98.1
Ge @ C,"[{'Ge': '1.0'}, {'C': '1.0'}]",84.64099999999999,Anode,1163.9,2.0,99.0
Li1.2Ni0.2Mn0.6O2,"[{'Li': '1.2', 'Ni': '0.2', 'Mn': '0.6', 'O': '2.0'}]",85.0274,Cathode,161.7,4.5,65.9
Li1.2Mn0.6Ni0.2O2,"[{'Li': '1.2', 'Mn': '0.6', 'Ni': '0.2', 'O': '2.0'}]",85.0274,Cathode,230.0,4.5,65.9
Li[Li0.2Ni0.2Mn0.6]O2,"[{'Li': '1.2', 'Ni': '0.2', 'Mn': '0.6', 'O': '2.0'}]",85.0274,Cathode,40.0,4.5,65.9
Mg2+âdoped Li[Li0.2Ni0.2Mn0.6]O,"[{'Li': '1.2', 'Ni': '0.2', 'Mn': '0.6', 'O': '2.0'}]",85.0274,Cathode,226.5,4.5,65.9
Li1.2Mn0.6Ni0.1Co0.1O2,"[{'Li': '1.2', 'Mn': '0.6', 'Ni': '0.1', 'Co': '0.1', 'O': '2.0'}]",85.05140000000002,Cathode,46.0,2.0,84.0
Si / C @ CNF,"[{'Si': '1.0'}, {'C': '2.0', 'N': '1.0', 'F': '1.0'}]",85.11200000000001,Anode,1506.5,2.0,94.0
Li1.2Mn0.56Ni0.16Co0.08O2,"[{'Li': '1.2', 'Mn': '0.56', 'Ni': '0.16', 'Co': '0.08', 'O': '2.0'}]",85.19680000000001,Cathode,175.1,4.8,91.7
Li1.2Ni0.16Mn0.56Co0.08O2,"[{'Li': '1.2', 'Ni': '0.16', 'Mn': '0.56', 'Co': '0.08', 'O': '2.0'}]",85.19680000000001,Cathode,340.0,4.8,91.7
Li1.2Ni0.15Mn0.55Co0.1O2,"[{'Li': '1.2', 'Ni': '0.15', 'Mn': '0.55', 'Co': '0.1', 'O': '2.0'}]",85.23915000000001,Cathode,232.0,4.8,85.0
Li1.2Mn0.54Ni0.13Co0.13O2,"[{'Li': '1.2', 'Mn': '0.54', 'Ni': '0.13', 'Co': '0.13', 'O': '2.0'}]",85.2839,Cathode,11.0,1.75,86.1
Mg-doped Li1.2Ni0.13Co0.13Mn0.54O,"[{'Li': '1.2', 'Ni': '0.13', 'Co': '0.13', 'Mn': '0.54', 'O': '2.0'}]",85.2839,Cathode,315.0,1.75,86.1
Li1.2Ni0.13Co0.13Mn0.54O2,"[{'Li': '1.2', 'Ni': '0.13', 'Co': '0.13', 'Mn': '0.54', 'O': '2.0'}]",85.2839,Cathode,172.0,1.75,86.1
Li1.2Mn0.54Co0.13Ni0.13O2,"[{'Li': '1.2', 'Mn': '0.54', 'Co': '0.13', 'Ni': '0.13', 'O': '2.0'}]",85.2839,Cathode,276.3,1.75,86.1
Li1.20Mn0.534Ni0.133Co0.133O2,"[{'Li': '1.2', 'Mn': '0.534', 'Ni': '0.133', 'Co': '0.133', 'O': '2.0'}]",85.30715000000001,Cathode,235.5,2.0,83.3
Li1.2Mn0.534Ni0.133Co0.133O2,"[{'Li': '1.2', 'Mn': '0.534', 'Ni': '0.133', 'Co': '0.133', 'O': '2.0'}]",85.30715000000001,Cathode,285.8,2.0,83.3
Li1.2Ni0.17Co0.10Mn0.53O2,"[{'Li': '1.2', 'Ni': '0.17', 'Co': '0.1', 'Mn': '0.53', 'O': '2.0'}]",85.31425,Cathode,220.0,2.0,94.0
K+-doped Li1.2Ni0.2Co0.08Mn0.52O2,"[{'Li': '1.2', 'Ni': '0.2', 'Co': '0.08', 'Mn': '0.52', 'O': '2.0'}]",85.34700000000001,Cathode,280.4,2.0,94.0
Li1.1V0.9O2,"[{'Li': '1.1', 'V': '0.9', 'O': '2.0'}]",85.47935,Anode,250.0,2.0,94.0
Li1.2Ni0.27Mn0.40Co0.13O2,"[{'Li': '1.2', 'Ni': '0.27', 'Mn': '0.4', 'Co': '0.13', 'O': '2.0'}]",85.8096,Cathode,190.0,2.0,94.0
Li1.2Mn0.4Co0.4O2,"[{'Li': '1.2', 'Mn': '0.4', 'Co': '0.4', 'O': '2.0'}]",85.87440000000001,Cathode,195.0,4.6,94.0
MnP,"[{'Mn': '1.0', 'P': '1.0'}]",85.912,Anode,870.0,2.0,78.8
3Mn0.8Fe0.1Ti0.1O2,"[{'Mn': '0.8', 'Fe': '0.1', 'Ti': '0.1', 'O': '2.0'}]",86.31960000000001,Cathode,144.16,4.0,94.0
Li1.17Ni0.25Mn0.58O2,"[{'Li': '1.17', 'Ni': '0.25', 'Mn': '0.58', 'O': '2.0'}]",86.65509,Cathode,250.0,4.6,94.0
NiO / C,"[{'Ni': '1.0', 'O': '1.0'}, {'C': '1.0'}]",86.70299999999999,Anode,600.0,3.0,94.0
Ni / Si,"[{'Ni': '1.0'}, {'Si': '1.0'}]",86.77799999999999,Anode,4095.0,1.5,94.6
BPCNF-900,"[{'B': '1.0', 'P': '1.0', 'C': '1.0', 'N': '1.0', 'F': '1.0'}]",86.80000000000001,Anode,746.0,2.0,94.0
FeP,"[{'Fe': '1.0', 'P': '1.0'}]",86.819,Anode,764.7,2.0,100.0
FeP / rGO / CNTs-S,"[{'Fe': '1.0', 'P': '1.0'}]",86.819,Cathode,613.1,2.0,100.0
MnO2-280H,"[{'Mn': '1.0', 'O': '2.0'}]",86.936,Cathode,915.0,3.0,38.0
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",86.936,Cathode,142.0,3.0,38.0
MnO2-PPy-S,"[{'Mn': '1.0', 'O': '2.0'}]",86.936,Cathode,586.0,3.0,38.0
MnO2 / XC-72,"[{'Mn': '1.0', 'O': '2.0'}]",86.936,Cathode,798.0,3.0,38.0
GO / Î±-MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",86.936,Cathode,380.0,3.0,38.0
Graphene / Î±-MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",86.936,Cathode,225.0,3.0,38.0
RGO / Î±-MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",86.936,Cathode,200.0,3.0,38.0
Manganese dioxide,"[{'Mn': '1.0', 'O': '2.0'}]",86.936,Cathode,219.0,3.0,38.0
Graphene / MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",86.936,Anode,686.0,3.0,38.0
